order_item_id,order_id,product_id,quantity,discount
357,910311,189,4,3
358,903017,298,2,35
359,913110,424,4,12
360,905088,4,1,36
361,907891,320,2,9
362,910151,167,1,36
363,905917,207,3,29
364,907440,90,2,3
365,903303,461,1,9
366,901964,266,1,39
367,903523,378,3,39
368,909925,229,3,27
369,911718,364,2,1
370,905905,418,1,26
371,905674,219,2,28
372,911360,155,4,5
373,910536,498,2,22
374,911534,429,4,11
375,902720,88,3,7
376,913739,115,1,9
377,905094,95,4,16
378,907087,10,4,0
379,911927,376,4,2
380,914396,205,4,27
381,906156,211,3,35
382,904694,364,4,25
383,911230,293,4,24
384,901653,3,1,33
385,911322,369,2,2
386,911030,271,1,27
387,901728,190,3,28
388,902378,137,3,12
389,902404,373,1,38
390,904572,67,1,19
391,914167,4,4,21
392,911032,29,1,12
393,908156,157,1,7
394,903528,31,2,18
395,908724,444,2,4
396,911907,22,2,4
397,911975,104,2,33
398,908727,338,3,33
399,902491,450,1,10
400,901379,172,4,37
401,911809,124,1,6
402,902419,419,2,15
403,900046,396,3,17
404,911299,22,3,5
405,900022,361,3,0
406,913346,128,1,22
407,913348,346,1,37
408,902149,217,2,7
409,908678,160,3,11
410,903113,9,3,4
411,903594,102,2,26
412,900357,192,1,20
413,909842,443,1,36
414,912679,202,2,12
415,902090,448,3,18
416,903211,355,4,12
417,901489,176,4,21
418,904095,309,4,31
419,912360,160,2,2
420,903655,438,3,8
421,913422,361,3,37
422,901643,169,4,22
423,900765,323,2,25
424,910312,253,2,6
425,901761,439,3,9
426,910886,94,3,4
427,900046,233,4,15
428,901413,236,4,8
429,909808,163,2,24
430,912205,314,3,38
431,914448,453,3,37
432,903342,222,3,14
433,908226,129,2,31
434,903000,9,3,34
435,913882,378,3,23
436,912082,305,1,35
437,910210,324,4,39
438,906361,430,2,25
439,903926,212,2,36
440,914953,88,3,22
441,901919,421,1,18
442,909656,364,2,10
443,912692,333,3,17
444,900269,461,4,27
445,914462,147,3,14
446,906378,497,4,39
447,908162,81,3,31
448,907765,276,1,14
449,902909,423,1,36
450,900201,271,1,2
451,906760,248,2,39
452,905974,353,2,11
453,912511,477,2,15
454,901069,456,1,4
455,905791,149,2,4
456,901478,54,1,24
457,913993,126,1,10
458,900558,232,3,39
459,906402,394,3,9
460,906780,433,3,36
461,913191,1,3,7
462,905260,32,4,19
463,910560,472,1,36
464,910283,14,3,34
465,905171,284,3,28
466,904947,424,1,32
467,913679,308,2,26
468,907956,155,2,6
469,911661,380,4,22
470,902991,271,4,26
471,911221,189,2,4
472,906373,245,2,10
473,913722,473,2,8
474,909441,446,2,0
475,905946,114,4,28
476,913296,254,1,4
477,900406,129,3,15
478,911579,234,3,13
479,913515,132,2,39
480,902733,423,4,16
481,905423,27,3,8
482,913343,159,4,31
483,913167,51,4,32
484,906498,107,2,6
485,901437,468,3,38
486,905161,426,1,20
487,912497,191,4,14
488,900274,88,2,33
489,908288,465,1,3
490,912298,158,3,11
491,904873,359,1,33
492,908116,391,1,23
493,913684,182,4,20
494,904763,251,2,37
495,901818,481,2,27
496,903321,315,1,2
497,913909,106,3,0
498,913341,452,3,39
499,910569,456,3,10
500,902500,66,2,19
501,902228,362,2,5
502,914551,413,2,38
503,905738,59,2,35
504,900362,162,2,23
505,902384,437,3,29
506,914465,81,1,0
507,907571,168,4,25
508,908602,186,2,9
509,905435,84,4,19
510,903588,486,4,16
511,903902,157,4,15
512,902268,326,4,31
513,905096,382,3,8
514,905817,256,3,30
515,900497,384,4,26
516,906332,468,3,21
517,911555,373,4,20
518,910915,475,2,36
519,909580,198,3,24
520,914760,305,3,2
521,912181,262,3,2
522,904709,366,2,3
523,909371,7,4,36
524,913487,102,1,33
525,913160,420,1,9
526,913069,70,1,30
527,902358,354,3,24
528,912550,385,2,1
529,910143,478,2,8
530,904695,22,3,29
531,906122,240,2,24
532,907329,209,2,30
533,911180,298,1,28
534,902234,84,3,13
535,914829,32,3,27
536,909254,288,1,7
537,908944,262,1,38
538,913302,134,2,36
539,909760,456,2,26
540,912163,108,1,8
541,910978,395,1,12
542,913930,157,3,19
543,907227,417,3,15
544,900908,385,4,9
545,902660,347,1,24
546,902927,456,1,2
547,911438,333,2,14
548,914240,165,4,0
549,908095,165,4,14
550,904749,362,3,15
551,911569,115,1,10
552,908539,234,1,0
553,906903,349,4,18
554,905189,410,3,9
555,908682,425,1,7
556,901514,346,3,19
557,908768,104,2,8
558,909370,96,3,6
559,910801,170,2,11
560,907891,60,2,22
561,900502,88,4,38
562,908087,131,2,35
563,912281,13,4,25
564,904332,139,2,39
565,913532,313,4,9
566,906338,197,4,24
567,902307,449,3,29
568,912783,226,3,36
569,900484,492,4,32
570,905269,119,2,35
571,900430,288,1,2
572,913677,269,2,31
573,901191,273,4,34
574,900846,66,2,17
575,912838,405,2,29
576,914364,213,4,18
577,910693,326,4,11
578,904909,438,1,33
579,905734,350,1,3
580,908254,251,2,23
581,906653,399,4,6
582,902833,399,3,16
583,908360,365,1,38
584,908423,367,1,23
585,906766,265,2,15
586,909251,76,4,24
587,908914,71,3,18
588,906841,88,4,25
589,904309,277,3,32
590,910521,393,4,13
591,906655,480,3,22
592,913791,66,1,30
593,910511,71,1,18
594,905999,258,2,29
595,914073,312,2,25
596,912947,493,1,7
597,902227,12,3,21
598,913453,373,4,26
599,912639,251,3,29
600,909934,312,1,33
601,901049,463,1,1
602,900768,99,2,12
603,913011,179,3,9
604,902199,198,3,24
605,913011,443,4,32
606,909297,327,4,26
607,904923,267,3,28
608,903564,247,2,26
609,905008,387,1,38
610,909695,162,4,15
611,900307,479,2,28
612,914709,341,1,34
613,902669,477,1,15
614,913450,147,2,14
615,912744,135,1,26
616,908631,363,1,32
617,902426,395,2,24
618,903057,319,4,32
619,905054,253,1,11
620,910029,451,1,13
621,908130,184,2,9
622,908473,103,1,36
623,901210,427,4,11
624,914939,440,4,20
625,906208,492,3,35
626,913976,301,2,6
627,902802,384,4,11
628,904915,188,2,19
629,903391,161,2,33
630,904760,28,4,30
631,911056,103,2,5
632,911796,116,1,3
633,908736,224,3,15
634,905794,57,3,39
635,904061,308,2,29
636,909268,260,2,31
637,906399,227,4,27
638,906182,145,4,2
639,907950,291,2,2
640,911416,42,2,26
641,910723,229,4,28
642,904981,188,1,12
643,911219,410,2,10
644,902248,432,3,7
645,900264,64,2,36
646,900746,145,2,28
647,905067,354,3,9
648,912145,241,4,38
649,906315,200,3,6
650,900499,457,1,7
651,907991,391,3,37
652,908653,65,4,25
653,902459,128,4,1
654,903932,52,2,35
655,904675,232,4,34
656,911270,425,3,10
657,913890,372,2,23
658,901168,400,1,28
659,906585,242,1,22
660,902110,194,3,4
661,914299,244,1,23
662,905865,200,4,13
663,908917,86,2,16
664,913761,378,1,38
665,901170,184,1,0
666,910491,283,1,11
667,911377,18,1,37
668,910832,319,2,15
669,913734,80,2,35
670,904754,371,2,2
671,904878,410,2,39
672,902545,406,1,4
673,905702,442,1,31
674,913067,257,1,16
675,903074,224,3,7
676,912569,430,1,2
677,903834,342,3,32
678,900451,27,4,18
679,901274,358,1,15
680,901469,172,3,2
681,901704,417,1,23
682,908094,478,3,25
683,901033,83,4,10
684,912702,33,4,26
685,912778,125,1,36
686,913717,182,4,10
687,900854,153,2,33
688,907469,6,4,5
689,914476,432,4,38
690,904650,255,4,2
691,904220,252,1,35
692,900693,93,2,33
693,907838,60,1,35
694,901326,446,2,14
695,914918,15,3,32
696,906491,460,4,32
697,910978,443,3,4
698,906095,294,2,4
699,909276,399,2,2
700,903705,159,3,30
701,902615,114,2,27
702,903382,193,3,4
703,907070,404,3,29
704,901871,413,2,16
705,902303,496,2,15
706,914884,331,4,7
707,904154,457,2,31
708,906969,144,3,14
709,902155,464,1,14
710,904701,417,3,29
711,903023,183,1,39
712,905940,275,3,36
713,907475,345,4,39
714,905725,50,2,32
715,906670,34,3,24
716,907576,192,4,16
717,900934,103,2,2
718,909474,152,1,17
719,911384,369,2,6
720,910613,288,2,24
721,904387,121,2,14
722,900732,487,3,9
723,903752,387,2,15
724,911954,141,3,25
725,902202,478,4,20
726,910592,87,1,9
727,901167,478,3,10
728,906507,268,1,19
729,906871,62,2,33
730,911225,429,4,38
731,903829,486,2,19
732,903580,24,1,12
733,914577,280,4,22
734,904506,222,3,13
735,914482,209,2,27
736,914328,15,4,22
737,911202,484,3,39
738,900800,178,3,3
739,914053,88,3,33
740,903423,352,4,33
741,906762,472,4,18
742,908140,195,1,25
743,906896,372,1,10
744,914907,173,3,29
745,905439,449,1,17
746,904957,20,3,29
747,910427,277,3,17
748,900387,396,4,10
749,908957,248,2,1
750,912100,100,4,18
751,903984,364,1,20
752,903391,85,1,16
753,902826,83,3,33
754,905134,403,3,14
755,912021,357,1,38
756,908371,258,2,36
757,901637,289,1,19
758,911347,421,3,3
759,914251,266,4,16
760,906257,288,2,24
761,903166,350,4,7
762,907399,381,4,26
763,909668,256,4,30
764,901519,465,1,7
765,909022,414,4,24
766,909592,270,4,8
767,914436,5,3,0
768,902366,292,4,35
769,910912,333,4,29
770,914939,314,3,13
771,908983,464,2,3
772,911731,141,2,25
773,905666,349,3,13
774,908907,344,1,39
775,909495,146,1,35
776,907662,103,2,2
777,901459,392,2,19
778,901130,453,4,5
779,904776,176,4,20
780,911448,78,1,10
781,914833,3,1,26
782,904983,70,4,29
783,909416,109,3,13
784,905513,127,4,17
785,913688,273,3,5
786,902062,51,1,31
787,903823,57,4,32
788,909968,43,3,11
789,904922,42,3,3
790,902806,29,1,35
791,912351,86,4,10
792,911496,361,4,35
793,904067,491,1,14
794,901826,226,3,23
795,913761,183,3,32
796,905768,198,2,27
797,907703,171,3,39
798,908608,316,1,3
799,903878,169,3,11
800,902428,219,4,15
801,906379,433,2,11
802,903950,334,2,20
803,914870,84,1,25
804,913157,155,4,8
805,903995,387,2,19
806,910453,81,1,20
807,913245,196,1,4
808,907860,298,4,10
809,905277,461,3,4
810,903725,182,4,15
811,902421,385,2,11
812,906373,128,2,36
813,908613,233,3,33
814,908621,405,1,21
815,912414,67,3,14
816,912330,303,2,31
817,909320,345,2,32
818,904002,362,2,34
819,905282,108,3,3
820,902422,59,3,15
821,913555,385,4,9
822,910314,270,1,32
823,914287,226,3,11
824,902715,382,2,14
825,900080,40,4,30
826,914698,451,1,34
827,909898,490,4,22
828,900794,265,1,31
829,910548,325,3,24
830,911931,409,3,4
831,914259,192,1,13
832,905437,316,1,30
833,904514,33,2,13
834,914441,261,1,13
835,904555,204,1,5
836,910243,308,3,24
837,900487,103,1,27
838,902713,331,2,16
839,907833,161,3,3
840,904801,272,3,27
841,914592,259,3,6
842,914796,261,3,5
843,904050,232,3,36
844,908425,446,2,28
845,909509,120,3,27
846,913690,19,3,18
847,907437,368,2,13
848,905714,395,4,12
849,914991,469,1,28
850,911759,380,2,34
851,914470,457,2,1
852,910893,107,2,1
853,909804,18,4,25
854,901098,140,4,0
855,913435,43,2,27
856,914490,231,2,36
857,906555,87,3,33
858,905654,306,4,23
859,912897,486,3,28
860,909835,168,4,27
861,912368,461,4,33
862,909921,419,4,32
863,907154,441,3,37
864,902603,184,1,33
865,910473,28,2,4
866,914574,446,4,29
867,903755,99,1,21
868,914401,87,3,2
869,908971,15,3,28
870,906782,136,4,30
871,912009,15,2,29
872,902902,193,3,28
873,907261,291,2,30
874,903106,58,4,23
875,902026,76,2,22
876,901603,393,2,37
877,906367,423,3,33
878,900761,353,2,23
879,904045,277,1,24
880,904922,351,2,1
881,902827,444,2,5
882,912850,478,4,31
883,902670,171,2,12
884,907013,63,3,15
885,912488,170,4,25
886,903942,211,1,9
887,909679,162,1,3
888,909206,493,2,13
889,904126,382,2,23
890,912216,145,2,37
891,904093,482,1,36
892,905215,321,1,38
893,908553,374,3,22
894,904037,409,4,10
895,900403,355,3,7
896,909777,186,4,5
897,909442,394,1,33
898,912877,225,1,36
899,908305,462,2,32
900,906394,246,1,9
901,904030,6,2,35
902,905565,306,2,6
903,903993,276,1,16
904,904558,381,3,19
905,902590,430,3,27
906,904167,460,2,23
907,901274,347,4,37
908,901218,395,4,8
909,901315,335,4,29
910,911179,412,1,38
911,912723,117,3,35
912,905678,102,2,16
913,910430,246,2,15
914,909980,2,1,33
915,905566,448,4,6
916,905152,142,4,26
917,900401,69,1,6
918,905619,239,1,31
919,904019,357,2,15
920,910908,202,3,18
921,908789,78,3,25
922,909011,338,3,0
923,914330,247,4,29
924,913331,226,2,14
925,905473,209,2,2
926,905305,28,1,19
927,904608,38,1,18
928,905345,351,2,26
929,900983,161,2,0
930,906791,356,1,12
931,906536,500,3,32
932,911934,54,4,23
933,914063,60,3,10
934,900570,239,3,4
935,907920,245,4,31
936,902646,388,1,34
937,905147,54,4,18
938,912840,229,3,0
939,907402,471,2,14
940,910596,149,2,18
941,902157,281,1,3
942,903492,307,4,24
943,906163,143,3,35
944,904221,334,2,7
945,907608,13,1,25
946,903654,242,3,35
947,906480,255,2,17
948,904632,445,3,27
949,904862,353,1,32
950,905272,21,2,35
951,912446,235,1,4
952,907847,383,2,35
953,908877,428,2,27
954,908803,61,2,16
955,912021,24,3,13
956,909458,217,1,28
957,913489,35,1,14
958,901187,279,3,2
959,902196,496,1,2
960,909508,196,3,18
961,904043,496,2,32
962,914706,55,3,35
963,903731,405,4,25
964,906824,102,3,38
965,912397,128,3,15
966,900345,152,4,23
967,901394,218,2,28
968,900022,317,2,39
969,909409,122,3,26
970,908148,217,2,6
971,907161,8,4,8
972,901791,70,2,38
973,908177,380,2,3
974,904835,245,2,36
975,910391,100,3,33
976,909880,190,2,6
977,903367,226,4,3
978,902135,360,1,8
979,913350,259,1,1
980,912927,16,3,26
981,903247,134,2,31
982,912679,497,2,19
983,913415,149,1,20
984,911692,131,4,16
985,900713,110,2,12
986,912509,449,3,23
987,913481,327,4,5
988,906763,280,1,25
989,911690,490,3,31
990,914922,121,1,1
991,907631,404,3,4
992,905680,418,3,4
993,912666,174,2,13
994,911848,456,2,5
995,907149,217,2,19
996,905609,116,2,33
997,906126,422,2,16
998,908598,156,1,2
999,913503,293,3,32
1000,914292,317,3,8
1001,907609,153,2,5
1002,906994,204,4,8
1003,912472,427,3,17
1004,907586,404,3,39
1005,903607,210,2,7
1006,913340,417,3,16
1007,914505,161,4,24
1008,903082,357,3,24
1009,903892,295,3,8
1010,912395,396,3,8
1011,904408,485,3,3
1012,908087,206,2,14
1013,908330,404,4,9
1014,911713,361,2,14
1015,907197,242,3,16
1016,911694,402,2,37
1017,901065,202,4,36
1018,910949,273,2,2
1019,905932,389,4,18
1020,905149,64,2,20
1021,902676,412,2,38
1022,904146,485,4,0
1023,904593,289,4,23
1024,909236,422,2,17
1025,904799,213,3,16
1026,904104,295,4,31
1027,901753,107,4,28
1028,912993,255,4,1
1029,901124,348,4,2
1030,901324,321,2,6
1031,904880,3,2,21
1032,901093,461,1,37
1033,912722,240,2,7
1034,914322,154,3,34
1035,910355,109,2,3
1036,903453,489,1,20
1037,906797,454,4,36
1038,912993,498,3,14
1039,905960,473,2,27
1040,902433,291,1,4
1041,906676,275,1,32
1042,911879,178,2,3
1043,911123,357,2,4
1044,908857,163,2,2
1045,912573,342,1,20
1046,911971,485,4,5
1047,912789,267,4,10
1048,914589,473,3,24
1049,912562,154,2,7
1050,901397,266,2,27
1051,910706,430,4,0
1052,908024,156,2,25
1053,901465,339,3,31
1054,908117,147,4,3
1055,914918,164,2,23
1056,905212,245,1,33
1057,906718,362,1,23
1058,907732,120,3,30
1059,914926,274,4,8
1060,914490,410,3,14
1061,907879,305,2,28
1062,903834,183,4,9
1063,906411,8,2,12
1064,900533,261,2,1
1065,904293,72,1,13
1066,912447,286,1,15
1067,907725,264,3,3
1068,903181,164,1,21
1069,911456,74,2,29
1070,903867,155,3,20
1071,903746,243,3,39
1072,902610,125,2,7
1073,907406,361,2,35
1074,912671,271,4,14
1075,903781,340,2,9
1076,910650,38,2,31
1077,913360,210,1,15
1078,907604,364,1,14
1079,906015,295,1,38
1080,905091,374,1,38
1081,912628,460,1,0
1082,907246,494,4,2
1083,903205,494,2,16
1084,900396,299,4,11
1085,900525,369,4,34
1086,904443,82,3,1
1087,914811,163,2,34
1088,913840,51,1,10
1089,911699,294,1,26
1090,914262,91,3,18
1091,900836,72,3,19
1092,914733,419,2,10
1093,902962,180,2,27
1094,913037,96,3,16
1095,913971,9,4,11
1096,909809,172,1,4
1097,904295,8,4,38
1098,913205,72,2,25
1099,906382,129,4,22
1100,912469,25,4,39
1101,901678,327,2,11
1102,911907,416,2,1
1103,913664,446,4,6
1104,905641,10,4,11
1105,913579,368,4,10
1106,909623,228,2,23
1107,901694,493,2,20
1108,913231,470,1,22
1109,913431,401,3,11
1110,900261,381,3,27
1111,913854,395,3,33
1112,906899,431,2,36
1113,906874,184,1,0
1114,906468,240,2,5
1115,908795,297,4,3
1116,911165,400,2,39
1117,908365,153,2,12
1118,900358,30,4,18
1119,910998,460,2,20
1120,906139,169,3,33
1121,903719,239,3,24
1122,912944,445,4,22
1123,902649,49,3,22
1124,905080,346,1,5
1125,900681,474,1,17
1126,908125,332,2,2
1127,909408,298,2,39
1128,902739,121,3,33
1129,904629,63,4,5
1130,905227,351,4,33
1131,906586,26,2,1
1132,906224,422,3,14
1133,908937,123,1,30
1134,909135,156,4,32
1135,913963,454,4,1
1136,900712,1,3,28
1137,906755,66,1,7
1138,902926,347,4,3
1139,909862,170,2,0
1140,909445,8,3,0
1141,913515,434,1,28
1142,907836,266,2,37
1143,905802,457,1,24
1144,907604,308,1,17
1145,914091,11,1,11
1146,906854,4,2,10
1147,908104,158,2,4
1148,908888,384,1,6
1149,908398,37,4,36
1150,909827,359,3,34
1151,914845,347,2,32
1152,909094,401,2,8
1153,904864,265,1,16
1154,911313,111,2,2
1155,902209,6,1,39
1156,905259,221,2,16
1157,901947,453,1,38
1158,900926,237,2,12
1159,912793,49,1,2
1160,900686,257,1,18
1161,911546,247,3,36
1162,900668,274,4,5
1163,902409,14,3,33
1164,900672,396,3,34
1165,911466,196,3,38
1166,901036,72,2,13
1167,906389,326,4,11
1168,908444,444,1,27
1169,900375,468,1,38
1170,914820,471,1,1
1171,912274,383,3,38
1172,903051,247,2,37
1173,909302,337,4,24
1174,901680,321,4,26
1175,901791,53,4,33
1176,910194,167,2,27
1177,900583,102,2,26
1178,904788,497,3,8
1179,904196,375,4,28
1180,900898,49,1,7
1181,907881,78,2,38
1182,909452,386,4,1
1183,902910,400,4,16
1184,909372,123,3,38
1185,902238,493,1,37
1186,909885,48,1,35
1187,906911,429,4,13
1188,910742,410,2,22
1189,900378,11,2,0
1190,911228,55,1,0
1191,912137,97,2,2
1192,908729,397,4,39
1193,907005,155,1,22
1194,904567,446,3,27
1195,911257,12,2,15
1196,904810,485,2,28
1197,905161,191,2,32
1198,913957,495,4,31
1199,908951,131,2,22
1200,902677,260,3,32
1201,900481,271,2,32
1202,910480,220,3,37
1203,901470,47,2,2
1204,911383,334,1,33
1205,907804,152,4,27
1206,908553,41,4,7
1207,909861,454,4,8
1208,904164,203,1,4
1209,908613,221,3,30
1210,900126,400,4,34
1211,907492,333,3,34
1212,902777,459,2,4
1213,913344,226,2,32
1214,904878,82,3,12
1215,904571,57,1,24
1216,914682,41,3,23
1217,903263,431,2,10
1218,913436,430,1,18
1219,902504,330,4,10
1220,910526,231,2,32
1221,914541,190,4,29
1222,900480,420,3,13
1223,908437,158,1,0
1224,904779,15,1,30
1225,910421,244,1,2
1226,907639,18,2,24
1227,907324,413,3,24
1228,914716,314,1,17
1229,907758,221,2,33
1230,909418,278,3,13
1231,912231,311,3,26
1232,903059,23,4,30
1233,913489,93,1,1
1234,908696,428,4,31
1235,914590,70,4,36
1236,913947,188,1,33
1237,909306,230,3,33
1238,910660,108,4,29
1239,901780,117,4,32
1240,900639,128,2,23
1241,902331,344,3,32
1242,900441,5,2,25
1243,901692,489,4,35
1244,912398,343,3,5
1245,904599,290,3,16
1246,901836,140,4,23
